Name,Ingredients,Instructions,vegan,gluten-free,vegetarian,fruit
Broccoli salad,"['250 g Penne', 'Salt', '500 g Broccoli', '100 g smoked hard cheese', '100 g sun-dried tomatoes in oil', '250 g sour cream', '1 tbsp olive oil', '2 tsp soy sauce', 'Pepper, sugar', '3 tbsp sesame seeds']","['Cook pasta al dente.', 'Clean broccoli, cut into florets, cook until al dente, and rinse with cold water. Save about 4 tablespoons of the cooking water.', 'Dice cheese. Halve the sun-dried tomatoes and cut into strips.', 'Mix sour cream with olive oil, soy sauce, and the broccoli water to make a smooth dressing. Season with salt, pepper, and sugar.', 'Mix pasta, broccoli, cheese, and sun-dried tomatoes with the dressing and let sit for about 30 minutes.', 'Toast sesame seeds without fat until golden brown. Sprinkle over the salad before serving.']",False,True,True,False
Stuffed kohlrabi schnitzel,"['2 Kohlrabi', '2 L vegetable broth', '200 g medium-aged Gouda cheese', '2 eggs', '3 tbsp flour', '100 g breadcrumbs', 'Oil']","['Wash, peel and cut kohlrabi into very thin slices.', 'Bring vegetable broth to a boil. Cook kohlrabi slices in it for about 5 minutes until al dente.', 'Shave cheese into fine slices.', 'Briefly drain kohlrabi slices. Cover half of them with cheese while still warm, then place the other slices on top of the cheese to create ""sandwiches."" Press together and let cool.', 'Whisk eggs.', 'Coat kohlrabi slices in flour. Then dip them in the egg mixture and coat with breadcrumbs.', 'Heat oil and fry the breaded kohlrabi slices until golden brown.']",False,True,True,True
Cherry-vanilla jam,"['1 kg pitted sour cherries', '3 vanilla pods', '½ lemon', '500 g preserving sugar 2:1', 'Salt']","['Puree half of the cherries. Scrape out the vanilla seeds from the pods. Squeeze the lemon.', 'Bring the cherry puree to a boil with the remaining cherries, lemon juice, vanilla seeds, and gelling sugar.', 'Let it cook for about 3 minutes, stirring evenly. Skim off foam. Season with a pinch of salt.', 'Fill the hot mixture into thoroughly cleaned screw-top jars, seal immediately, and let cool while standing on the lid.']",True,True,True,False
Raspberry parfait,"['150 g Quark (20% fat)', '100 g Kefir', '½ cup Sour cream', '3 tbsp brown sugar', '200 - 300 g Raspberries', '20 g Dark chocolate']","['Stir well quark, kefir, cream, and sugar.', 'Set aside about a handful of raspberries, pick through the rest and puree half of them.', 'Mix fruit puree and the picked raspberries into the quark mixture.', 'Fill mixture into individual dessert bowls, let set in the freezer overnight.', 'Shave chocolate into thin strips.', 'Allow parfaits to thaw slightly before serving, then sprinkle with chocolate shavings and the remaining raspberries.']",False,True,True,True
Blueberry sorbet,"['1/2 lemon (unwaxed)', '500 - 600 g blueberries', '50 g icing sugar', '200 g yogurt']","[Wash the unwaxed lemon and squeeze out the juice. Set aside 2 tbsp of the lemon juice. Then, grate 1/2 tsp of the zest.]

[Wash the blueberries and set aside 2 tbsp. Add the rest of the blueberries, grated lemon zest, lemon juice, and powdered sugar and (e.g. using a blender or immersion blender) purée until smooth.]

[Add yogurt and mix vigorously.]

[Transfer the finished blueberry mixture into a pre-chilled bowl, refrigerate, and decorate with the reserved blueberries.]",False,True,True,False
Cold Melon Soup,"['1/2 honeydew melon or watermelon', '1/2 l buttermilk', 'Salt', '1/2 tbsp honey (liquid) or agave syrup', 'Lemon balm or peppermint (fresh)', '1 tbsp lemon juice', '125ml apple juice (cloudy)']","'Dice the flesh of the melon and remove the seeds.', 'Puree most of the cubes in buttermilk, honey, half of the herbs, and lemon juice.', 'Season with salt and add the apple juice.', 'Chill for a few hours, garnish with the remaining melon cubes and herb leaves just before serving.'",False,True,True,False
Pea omelette,"['800g peas (in pods)', '4 eggs', '1 sour cream (10% fat)', 'herb salt, pepper', '1 bunch of basil', '250g cherry tomatoes', '20ml oil']","['Remove peas from the pod.', 'Beat eggs with sour cream, then add the peas.', 'Season the mixture with herbal salt and pepper.', 'Wash basil, drain well and remove leaves from stems. Halve large leaves. Wash cherry tomatoes, halve or quarter if necessary.', 'Heat half of the oil in a pan and pour in half of the egg mixture, the basil leaves and tomato halves.', 'Cook the omelette for about 5 minutes with the lid on, turning it once.', 'Heat the remaining oil and bake a second omelette.', 'Halve each omelette and garnish with basil on 4 plates.']",False,True,True,False
Eggplant Moussaka,"['2 Eggplants', 'Salt', 'Oil', '2 Onions', '400g Ground beef', '4 Tomatoes', '1 tsp Oregano', '1 tbsp Parsley', '200ml Red wine (dry)', '20g Butter', '4 tbsp Flour', '400ml Milk', 'Salt, Pepper', 'Cinnamon (ground)', 'Nutmeg (grated)', '½ Lemon (juice)', '50g Cheese (grated, Emmental or Parmesan)']","'Slice the eggplants and sprinkle with salt. Let rest for about 10 minutes and then pat dry.', 'Heat some oil in a pan. Fry the eggplant slices on both sides until golden brown and set aside.', 'Peel and finely dice the onions. Sauté in oil until translucent. Add the ground meat and brown.', 'Wash and dice the tomatoes, then add them to the meat along with oregano, chopped parsley, and wine. Season with salt, pepper, and cinnamon, simmer for about 10 minutes, then let cool slightly.', 'Preheat the oven to 200°C.', 'Melt butter, sprinkle flour over it, and slowly add the milk to create a light sauce. Season with salt, pepper, nutmeg, and lemon juice, and stir in the cheese.', 'Layer the eggplant slices, meat mixture, and sauce in a baking dish. Finish with a layer of eggplant and sauce on top. Bake the moussaka for about 40 minutes until golden brown.'",False,True,False,False
Apricot shake,"['4 - 6 apricots', '1 peach', '1 pear', '3 tbsp lemon juice', '2 tsp honey', '1 liter buttermilk (or thick milk)', 'pimento']","['Wash, pit, and cut all fruit into pieces. Set aside one quarter of a pear.', 'Puree together with lemon juice, honey, and buttermilk (in a blender).', 'Sprinkle finely with ground allspice before serving and garnish with pear quarter.']",False,True,True,False
fennel bags,"['1 packet of puff pastry', '4 tomatoes', '2 medium-sized fennel bulbs', '1 onion', '1 clove of garlic', '2 tbsp olive oil', '200g Swiss chard', '100g raw ham', 'Salt, pepper, oregano', '80g Emmental cheese (grated)']","[Puff pastry, if necessary, thaw. Dice tomatoes, slice fennel (without stalk) and set aside. Peel and finely dice onion and garlic. Heat olive oil in a pot and sauté onion and garlic until translucent. Preheat the oven.', 'Add diced tomatoes followed by the fennel. Cut chard into strips and add. Let simmer with lid off and low heat until the chard has wilted.', 'Cut the ham into small pieces and stir in as well. Season with salt, pepper, oregano, or other herbs. Allow the mixture to cool slightly.', 'Lay out puff pastry in a baking dish and sprinkle with some grated cheese. Spread the filling in the middle. Sprinkle with the remaining cheese. Fold the puff pastry, fold in the open ends, and prick several times with a fork.', 'Bake at 200°C for about 20 minutes, until the pockets are golden brown.']",False,True,True,False
Sharp yogurt,"['2 tomatoes', '1 radish (small to medium)', '½ bunch of parsley', '500 g natural yoghurt', '1 tbsp olive oil', 'salt, green pepper, paprika']","['Wash and finely dice the tomatoes. Wash and grate the radish.', 'Wash the parsley, shake dry, and finely chop.', 'Mix yogurt with vegetables and oil, season with spices.']",True,True,True,False
Cucumber cold soup,"['2 cucumbers', '1 bunch of dill', '1 liter of buttermilk', 'salt, pepper, nutmeg', '100g of prawns']","['Peel cucumbers, halve lengthwise, and scrape out the seeds with a spoon. Then cut into small pieces.', 'Remove stems from the dill. Puree cucumbers and half of the dill in the buttermilk with an immersion blender or magic wand. Season with salt, pepper, and a little nutmeg.', 'Chill in the refrigerator for several hours.', 'To garnish, distribute the shrimp and remaining dill on the cold soup portions.']",False,True,True,True
Plums in salad,"['1 small head of Batavia lettuce', '3 heads of chicory', '750 g plums', '300 g Roquefort cheese', '500 g fresh walnuts', '40 g shallots', 'sugar', 'salt, pepper', '6 tbsp walnut oil']","['Clean, wash and roughly tear the salads. Wash plums, quarter them and remove the stones.', 'Dice Roquefort cheese. Crack nuts, remove the meat and skin. Mix both with the salad.', 'Peel and finely dice shallots. Mix shallots with salt, sugar, pepper and oil.', 'Arrange salad on a plate and pour the vinaigrette over it.']",False,True,True,False
Green beans with mashed potatoes,"['1 kg\xa0\xa0soft-boiling potatoes', '8 \xa0\xa0juniper berries', '¼ L\xa0\xa0milk', '1 tbsp\xa0\xa0butter', 'Salt', '600 g\xa0\xa0green beans', 'Salt', '75 g\xa0 smoked bacon', '1 \xa0 large onion', '1 clove\xa0garlic', '50 g \xa0 prosciutto', '1-2 sprigs\xa0savory', '½ bunch\xa0 parsley']","['Peel and boil the potatoes until soft.', 'Crush juniper berries and heat them with milk, without allowing them to boil.', 'Mash the potatoes with butter.', 'Gradually add the hot juniper milk and continue mashing until the desired creamy consistency is achieved.', 'Season with salt.', 'Wash, trim, and halve the beans. Cook in salted water for about 10 - 15 minutes until crisp-tender. Drain.', 'Dice the bacon, peel and finely dice the onion. Slice the garlic thinly.', 'Dice the ham, remove the leaves of the bean herb from the stem, and finely chop the parsley leaves.', 'Render the bacon in a pan, letting onions become golden yellow. Add the garlic and sauté until translucent.', 'Add beans, bean herb, and ham cubes to the pan and sauté for some time. Once the beans are golden brown in some spots, fold in the parsley and turn off the heat.', 'Serve the beans together with the mashed potatoes.']",False,True,True,True
Berries with mint foam,"['100 g Strawberries', '150 g Raspberries', '150 g Blueberries', '10 leaves Mint', '80 ml White wine', '½ Orange', '4 Egg yolks', '50 g Sugar']","['Wash berries and let them drain well. Squeeze orange.', 'Remove stems from strawberries and cut into quarters. Mix with raspberries and blueberries. Fill berries into dessert bowls.', 'Heat white wine with 8 mint leaves, let steep for about 5 minutes, then strain through a sieve. Add orange juice.', 'Whisk egg yolk and sugar until frothy in a warm water bath.', 'Slowly add white wine-orange juice mixture to the froth.', 'Once the mint foam is creamy, distribute over the berries.', 'Cut the remaining two mint leaves into delicate strips and sprinkle over the dessert.']",False,True,True,False
Baked herring,"['4 \xa0\xa0Herrings (gutted, ready to cook)', '5 \xa0\xa0zucchinis', '4 \xa0\xa0spring onions', '3 - 4 \xa0\xa0sprigs of basil', '1 tbsp \xa0\xa0lemon', '100 ml \xa0olive oil', 'salt, pepper', '6 \xa0\xa0anchovy fillets', '10 tbsp \xa0breadcrumbs']","['Wash and pat dry the herrings from the inside and outside.', 'Wash the zucchinis, remove the stems, halve lengthwise, and cut into uniform, about 0.5 cm wide slices.', 'Trim the root ends and the last centimeter of the greens from the spring onions, halve, wash, and shake dry. Then, cut into fine rings.', 'Pluck basil leaves from the stems and finely chop.', 'Mix zucchinis, onions, and half of the chopped basil with 3 tbsp oil and lemon juice. Season with salt and pepper.', 'Remove any annoying bones from anchovy fillets and chop into small pieces. Mix with the remaining oil, basil, and breadcrumbs.', 'Spread the zucchini-onion mixture on a baking sheet. Salt the herrings inside and outside and place on the vegetables. Brush the top side with the breadcrumb mixture.', 'Bake in a preheated oven for about 15 minutes until the crust is golden brown.', 'Serve with ciabatta slices.']",True,True,True,False
Mangold roulades,"['1 head of mangold', '20 g Parmesan cheese', '1 shallot', '1 tbsp olive oil', '175 g risotto rice', '100 ml white wine', '500 ml vegetable broth', '1 large beefsteak tomato', '2 sprigs of thyme', '500 ml vegetable broth', 'Salt, pepper', '2 tsp flour', '2 tbsp butter', '100 ml vegetable broth', '¼ L milk', '75 g mountain cheese', '50 g sour cream', 'Salt, pepper', 'Nutmeg']","['Separate chard into single leaves, select 6-8 large ones. Cut off the stems. Cut the thickest part of the leaf ribs wedge-shaped from the leaf and finely dice together with the stems.', 'Grate Parmesan cheese.', 'Briefly boil the leaves in plenty of salted water, remove and rinse very cold. Then proceed in the same way with the stem dices. Drain.', 'Peel and finely dice the shallot. Let the shallots become glassy in oil, add the rice and sauté briefly.', 'Add white wine and let it reduce. When the liquid has been absorbed, gradually add vegetable broth while stirring and cook the rice until al dente. Fold in the Parmesan cheese.', 'Pour hot water over the tomato, make a cross-shaped incision in the skin and peel. Quarter the tomato, remove the stem and seeds, and cut into delicate strips.', 'Pluck the thyme leaves off the stem and mix with the tomato strips and chard dices into the rice.', 'Place a tablespoon of rice mixture on each chard leaf. Roll up into a roulade and tie with thick kitchen twine.', 'Steam the chard roulades in a steaming insert or on a sieve over simmering water for about 7 minutes.', 'Meanwhile, melt 2 tablespoons of butter in a pot, stir in the flour and slowly add vegetable broth and milk. Whisk vigorously and cook for about five minutes.', 'Grate mountain cheese and add to the sauce, stir in the sour cream and season with salt, pepper, and nutmeg.', 'Serve chard roulades with cheese sauce.']",False,True,False,False
